"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","response","stimulus","start_time","start_time_unix","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","trialType","correct","participantID","criticalSpacing","criticalSpacing_deg","isLeft","isUp","isEccen4","eccentricity","eccentricity_deg","viewingDistanceMean","critical_spacing","critical_spacing_deg","crowding_session","correctRate","viewDistance_1","viewDistance_2","viewDistance_3"
"html-keyboard-response","49","70012","0.0-49.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.25 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=826.6194590533433 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=662.3694590533433 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=581.8805409466567 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=417.63054094665665 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","50","70501","0.0-50.0","","485.69999998807907","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=826.6194590533433 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=662.3694590533433 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=581.8805409466567 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=417.63054094665665 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","true","true","false","192.75","6","545.032","122.36945905334333","3.8","1","0","","",""
"html-keyboard-response","51","71004","0.0-51.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=826.6194590533433 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=662.3694590533433 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=581.8805409466567 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=417.63054094665665 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","52","71161","0.0-52.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.25 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=815.4949627757667 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=651.2449627757667 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=593.0050372242333 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=428.7550372242333 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","53","71759","0.0-53.0","","595.3999999761581","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=815.4949627757667 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=651.2449627757667 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=593.0050372242333 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=428.7550372242333 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","true","true","false","192.75","6","545.032","111.24496277576665","3.45","1","0","","",""
"html-keyboard-response","54","72263","0.0-54.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=815.4949627757667 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=651.2449627757667 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=593.0050372242333 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=428.7550372242333 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","55","72419","0.0-55.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.75 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1190.8817843416061 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=641.131784341606 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=988.618215658394 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=438.868215658394 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,523.9257767684668 1085.228401376086,523.9257767684668"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","56","72848","0.0-56.0","","426.30000001192093","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1190.8817843416061 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=641.131784341606 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=988.618215658394 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=438.868215658394 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,523.9257767684668 1085.228401376086,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","false","true","false","192.75","6","545.032","101.13178434160604","3.14","1","0","","",""
"html-keyboard-response","57","73352","0.0-57.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1190.8817843416061 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=641.131784341606 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=988.618215658394 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=438.868215658394 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,523.9257767684668 1085.228401376086,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","58","73506","0.0-58.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.75 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1181.6879857650963 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=631.9379857650964 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=997.8120142349036 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=448.0620142349036 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,556.0742232315332 1085.228401376086,556.0742232315332"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","59","73963","0.0-59.0","","454.5","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1181.6879857650963 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=631.9379857650964 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=997.8120142349036 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=448.0620142349036 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,556.0742232315332 1085.228401376086,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","false","false","false","192.75","6","545.032","91.93798576509639","2.85","1","0","","",""
"html-keyboard-response","60","74466","0.0-60.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1181.6879857650963 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=631.9379857650964 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=997.8120142349036 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=448.0620142349036 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,556.0742232315332 1085.228401376086,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","61","74621","0.0-61.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.25 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=787.8299870591785 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=623.5799870591785 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=620.6700129408215 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=456.4200129408215 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","62","75087","0.0-62.0","","464.19999998807907","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=787.8299870591785 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=623.5799870591785 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=620.6700129408215 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=456.4200129408215 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","true","true","false","192.75","6","545.032","83.57998705917852","2.59","1","0","","",""
"html-keyboard-response","63","75592","0.0-63.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=787.8299870591785 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=623.5799870591785 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=620.6700129408215 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=456.4200129408215 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,523.9257767684668 699.7284013760859,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","64","75746","0.0-64.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.25 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=780.231806417435 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=615.981806417435 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=628.268193582565 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=464.018193582565 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","65","76303","0.0-65.0","","554.8000000119209","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=780.231806417435 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=615.981806417435 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=628.268193582565 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=464.018193582565 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","false","VmiyXDDM7SJW0dzN","","","true","false","false","192.75","6","545.032","75.98180641743501","2.36","1","0","","",""
"html-keyboard-response","66","76808","0.0-66.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=780.231806417435 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=615.981806417435 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=628.268193582565 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=464.018193582565 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","67","76960","0.0-67.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.75 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1188.5263483426654 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=638.7763483426655 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=990.9736516573345 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=441.22365165733447 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,523.9257767684668 1085.228401376086,523.9257767684668"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","68","77406","0.0-68.0","","443.40000000596046","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1188.5263483426654 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=638.7763483426655 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=990.9736516573345 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=441.22365165733447 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,523.9257767684668 1085.228401376086,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","false","true","false","192.75","6","545.032","98.77634834266551","3.07","1","0","","",""
"html-keyboard-response","69","77909","0.0-69.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1188.5263483426654 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=638.7763483426655 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=990.9736516573345 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=441.22365165733447 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,523.9257767684668 1085.228401376086,523.9257767684668"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","70","78066","0.0-70.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=704.25 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=803.0263483426655 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=638.7763483426655 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=605.4736516573345 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=441.22365165733447 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","71","78529","0.0-71.0","","461","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=803.0263483426655 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=638.7763483426655 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=605.4736516573345 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=441.22365165733447 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","true","false","false","192.75","6","545.032","98.77634834266551","3.07","1","0","","",""
"html-keyboard-response","72","79031","0.0-72.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=803.0263483426655 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=638.7763483426655 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=605.4736516573345 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=704.25 cy=441.22365165733447 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""704.25,540 708.7715986239141,556.0742232315332 699.7284013760859,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","73","79187","0.0-73.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1920 height=1080>
    
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1089.75 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1188.5263483426654 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=638.7763483426655 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=990.9736516573345 cy=540 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=441.22365165733447 r=16.074223231533217 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,556.0742232315332 1085.228401376086,556.0742232315332"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","74","79655","0.0-74.0","","465.5","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1920 height=1080>
    <circle cx=897 cy=540 r=11.251956262073252 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=1188.5263483426654 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=638.7763483426655 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=990.9736516573345 cy=540 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=1089.75 cy=441.22365165733447 r=16.074223231533217 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""1089.75,540 1094.271598623914,556.0742232315332 1085.228401376086,556.0742232315332"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","VmiyXDDM7SJW0dzN","","","false","false","false","192.75","6","545.032","98.77634834266551","3.07","1","0","","",""
